"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34"
"1",0.025,1,1.00535376114722,0.87,0.787,0.787,0.835253185952509,1.01832062959822,1.01832062959822,0.878898188293784,-0.411036199016073,-29.9169108156534,-30.3354342018561,0.847,0.735,0.735,7.97417920024194,7.70083252110071,7.70083252110071,6.62989353604519,-3.12407119331451,0.568834993907885,0.432912367193392,0.256020573028953,0.5,0.514287981313817,0.887,0.779,0.779,0.167780851166375,0.197915375879084,0.197915375879084,0.170873931844,-0.0797933867873196
"2",0.05,1,1.01464457749967,0.927,0.976,0.901,0.755322912596347,1.76415577030202,0.924054788229323,1.75198800914175,-0.412411391439131,-22.9446078649974,-23.3058237263895,0.929,0.96,0.848,6.79151213126401,13.3265991083421,6.99981134122853,13.2360946615907,-3.10819051214886,0.568834993907885,0.505671464008552,0.245584723993807,0.5,0.506755584128371,0.93,0.973,0.897,0.144248125580235,0.342432315058665,0.179430573678654,0.340064808051187,-0.080007922084762
"3",0.1,1,1.00257937569635,0.948,0.916,0.857,0.579257706163943,0.662049813375648,0.510183279751053,0.637808493387896,-0.301671391569543,-16.0344275141289,-16.1737525100174,0.937,0.912,0.832,4.7886675863515,4.99586496842653,3.84544977888519,4.81278553812067,-2.27613851227919,0.568834993907885,0.542974554483214,0.263931695282343,0.5,0.502730747481821,0.961,0.942,0.877,0.10876756886391,0.128374338471954,0.0989102635277977,0.123654692717819,-0.058575065118526
"4",0.2,1,1.01043888523795,0.974,0.932,0.932,0.387970919489806,0.387163332492762,0.387163332492762,0.365064504087005,-0.241293854197056,-9.13200409320497,-9.3404887676053,0.924,0.89,0.89,3.16140617979491,2.93147988232419,2.93147988232419,2.76379818700895,-1.82620111608777,0.568834993907885,0.559853859774768,0.310546797667905,0.5,0.501823017345907,0.958,0.927,0.927,0.0742156325231273,0.0751517318398218,0.0751517318398218,0.0708686912826551,-0.0468262946127919
"5",0.25,1,1.02032613490293,0.969,0.953,0.937,0.337298936489802,0.351243265919744,0.314001799126062,0.329677304868502,-0.232508338243575,-6.91657085017589,-7.12466537699765,0.93,0.916,0.896,2.76437605640275,2.65576566081223,2.37437071357499,2.49522743098593,-1.75692822348871,0.568834993907885,0.561740861179133,0.33236133239402,0.5,0.50138548711105,0.956,0.943,0.918,0.0650484911677188,0.0681629666619559,0.0609402085445565,0.0640064533182071,-0.0450776419259699
"6",0.3,1,1.01005377425155,0.97,0.943,0.943,0.300421578975012,0.293202149281949,0.293202149281949,0.273155479316371,-0.19707104254601,-5.09534129583622,-5.25798552648009,0.95,0.906,0.906,2.4627133519008,2.22036856370561,2.22036856370561,2.07023843153383,-1.49040651282351,0.568834993907885,0.563233875938146,0.352717106975147,0.5,0.501670901072327,0.962,0.941,0.941,0.0582176604652385,0.056904974650923,0.056904974650923,0.0530268416582306,-0.0382183867859867
"7",0.4,1,1.00898703674421,0.973,0.952,0.935,0.252453416874462,0.245078429068388,0.226036954823098,0.221670893939157,-0.182147310953602,-2.22518852366695,-2.38277431138651,0.959,0.941,0.921,2.03747982626168,1.85540043718915,1.71199519067268,1.67674312879483,-1.37982171353234,0.568834993907885,0.564198218395657,0.386760853485416,0.5,0.501694192255194,0.971,0.955,0.938,0.0491641534894185,0.0475432627465356,0.0438581238727162,0.0429904296767414,-0.0353548020171746
"8",0.5,1,1.00498982059406,0.97,0.937,0.937,0.238241944076171,0.219889691090071,0.219889691090071,0.181860928041289,-0.183778809156331,0.00108290279497553,-0.0548739362032654,0.963,0.933,0.933,1.89521920396216,1.66314071302166,1.66314071302166,1.37482158817876,-1.39114240336049,0.568834993907885,0.564320146275953,0.409599366633142,0.5,0.502277610984072,0.974,0.939,0.939,0.0462486550867021,0.0426638369219827,0.0426638369219827,0.0352889999296798,-0.0356510398770361
"9",0.6,1,1.00464508341153,0.962,0.945,0.921,0.255300740527933,0.243469144823086,0.224543474828103,0.181495513137683,-0.222511705597069,2.24594693500181,2.29194657145944,0.962,0.918,0.895,2.04090042409313,1.84027922556802,1.69794356476153,1.37455044050401,-1.68052810441221,0.568834993907885,0.564233277949105,0.420617850270317,0.5,0.503601383152814,0.954,0.93,0.919,0.0493509218612068,0.0472625524283188,0.0435938881250939,0.0352290160304112,-0.043190608706611
"10",0.7,1,1.00302285867274,0.963,0.925,0.925,0.301136119424293,0.288275627738391,0.288275627738391,0.197737693643809,-0.265380663587648,5.13760314441824,5.19161535079256,0.94,0.893,0.893,2.4402617334602,2.18123464989667,2.18123464989667,1.49396005202318,-2.00874972925984,0.568834993907885,0.563206157283395,0.420139694516893,0.5,0.504067121436206,0.965,0.929,0.929,0.058222529997131,0.0559527815984012,0.0559527815984012,0.0383652641617849,-0.0515242760106759
