"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34"
"1",0.025,1,1.00535376114722,0.87,0.779,0.824,0.835253185952509,1.00292950775483,1.06401004470525,0.86561432787617,-0.404823707550006,-29.9169108156534,-30.3354342018561,0.847,0.728,0.769,7.97417920024194,7.58444044557679,8.04892093730924,6.52968786775562,-3.07685329456421,0.568834993907885,0.432912367193392,0.256020573028953,0.5,0.514287981313817,0.887,0.777,0.813,0.167780851166375,0.194924039382212,0.20678327852808,0.168291305676535,-0.0785873719992027
"2",0.05,1,1.01464457749967,0.927,0.975,0.9,0.755322912596347,1.73749193219227,0.910088421033941,1.7255080772489,-0.406178115012488,-22.9446078649974,-23.3058237263895,0.929,0.958,0.846,6.79151213126401,13.1251779599604,6.89401465391595,13.0360414173119,-3.06121263750459,0.568834993907885,0.505671464008552,0.245584723993807,0.5,0.506755584128371,0.93,0.97,0.892,0.144248125580235,0.337256717775263,0.176718620545576,0.334924993789123,-0.0787986647630003
"3",0.1,1,1.00257937569635,0.948,0.915,0.926,0.579257706163943,0.65204344696424,0.663712992583112,0.62816851561552,-0.297111863843838,-16.0344275141289,-16.1737525100174,0.937,0.911,0.921,4.7886675863515,4.92035636710075,5.00951499663839,4.74004403954912,-2.24173645446295,0.568834993907885,0.542974554483214,0.263931695282343,0.5,0.502730747481821,0.961,0.937,0.949,0.10876756886391,0.126434060500992,0.128713027848544,0.121785748510259,-0.0576897487083309
"4",0.2,1,1.01043888523795,0.974,0.926,0.926,0.387970919489806,0.381311660779072,0.381311660779072,0.359546838923612,-0.237646885843412,-9.13200409320497,-9.3404887676053,0.924,0.885,0.885,3.16140617979491,2.88717285098369,2.88717285098369,2.7220255336713,-1.79859951098298,0.568834993907885,0.559853859774768,0.310546797667905,0.5,0.501823017345907,0.958,0.924,0.924,0.0742156325231273,0.0740158720449117,0.0740158720449117,0.0697975663042257,-0.0461185517026399
"5",0.25,1,1.02032613490293,0.969,0.949,0.951,0.337298936489802,0.345934497988202,0.355164252932806,0.324694489612926,-0.228994156109288,-6.91657085017589,-7.12466537699765,0.93,0.915,0.919,2.76437605640275,2.61562583482327,2.68495962983289,2.45751401509215,-1.73037362411025,0.568834993907885,0.561740861179133,0.33236133239402,0.5,0.50138548711105,0.956,0.94,0.947,0.0650484911677188,0.0671327366002172,0.0689219832505328,0.0630390457128323,-0.044396328536916
"6",0.3,1,1.01005377425155,0.97,0.968,0.968,0.300421578975012,0.330385973327912,0.330385973327912,0.311656537002502,-0.217831689959567,-5.09534129583622,-5.25798552648009,0.95,0.934,0.934,2.4627133519008,2.5005615958181,2.5005615958181,2.36022237519019,-1.64633740160902,0.568834993907885,0.563233875938146,0.352717106975147,0.5,0.501670901072327,0.962,0.957,0.957,0.0582176604652385,0.0641041502706545,0.0641041502706545,0.0604808567341721,-0.0422334871478174
"7",0.4,1,1.00898703674421,0.973,0.95,0.956,0.252453416874462,0.241374259818212,0.263190028789896,0.218320511320378,-0.179394296456157,-2.22518852366695,-2.38277431138651,0.959,0.939,0.955,2.03747982626168,1.82735750712663,1.99187826036529,1.6514004645639,-1.35896678484106,0.568834993907885,0.564198218395657,0.386760853485416,0.5,0.501694192255194,0.971,0.952,0.961,0.0491641534894185,0.046824683422406,0.0510573508689917,0.0423406628724341,-0.0348204417677806
"8",0.5,1,1.00498982059406,0.97,0.934,0.934,0.238241944076171,0.216566229962698,0.216566229962698,0.179112241998133,-0.181001135836413,0.00108290279497553,-0.0548739362032654,0.963,0.926,0.926,1.89521920396216,1.63800363869281,1.63800363869281,1.35404223248121,-1.37011637127464,0.568834993907885,0.564320146275953,0.409599366633142,0.5,0.502277610984072,0.974,0.937,0.937,0.0462486550867021,0.0420190063123626,0.0420190063123626,0.034755634227501,-0.0351122022235091
"9",0.6,1,1.00464508341153,0.962,0.943,0.96,0.255300740527933,0.239789298648748,0.262822531837532,0.178752350055705,-0.219148614766065,2.24594693500181,2.29194657145944,0.962,0.916,0.933,2.04090042409313,1.81246484082189,1.98573393734552,1.35377518299202,-1.65512823322779,0.568834993907885,0.564233277949105,0.420617850270317,0.5,0.503601383152814,0.954,0.929,0.955,0.0493509218612068,0.0465482158216445,0.0510157158758677,0.0346965569380716,-0.0425378163524428
"10",0.7,1,1.00302285867274,0.963,0.951,0.951,0.301136119424293,0.32434004292277,0.32434004292277,0.219445854709455,-0.303444068250227,5.13760314441824,5.19161535079256,0.94,0.928,0.928,2.4402617334602,2.4532253236995,2.4532253236995,1.65723795032176,-2.29508251767522,0.568834993907885,0.563206157283395,0.420139694516893,0.5,0.504067121436206,0.965,0.954,0.954,0.058222529997131,0.0629421453479542,0.0629421453479542,0.0425688348088877,-0.0589019131959263
