"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
"1",0.025,0.352840057739994,0.368378869048144,0.849,0.8495,0.8765,0.0471601247945226,0.0695015698848402,0.0732544763775325,0.0613540609383535,-0.0293991755374847,-744.472585771337,-691.647312371071,0.8195,0.744,0.749,0.236,0.2495,0.824,0.855,162.278121987714,217.394455798297,35.7509303440482,218.060664734541,-3175.96207333743,-3291.02911353402,0.858247908826815,0.543042175372065
"2",0.05,0.377176269776538,0.385433887911715,0.8915,0.967,0.9135,0.0426023117691321,0.102422784987613,0.0566852359313333,0.101331001345887,-0.0309538891963196,-622.12831500827,-596.020738589083,0.8755,0.9515,0.8695,0.4095,0.403,0.961,0.906,149.689375451932,359.887167197413,51.181908312766,194.285960791933,-3175.96207333743,-3211.03193099799,0.857649024337774,0.562352407315805
"3",0.1,0.405019220322236,0.408115601300355,0.927,0.9295,0.9395,0.035966771994682,0.0441276040040674,0.045276693045278,0.0417777323711814,-0.025323297873326,-482.522486802361,-472.546676837618,0.9075,0.8965,0.898,0.359,0.3585,0.918,0.9245,128.600762639008,151.722158495803,33.612886497253,151.892093440309,-3175.96207333743,-3197.00109989867,0.857090123636507,0.589914958277447
"4",0.2,0.437810988768292,0.439663909107522,0.937,0.924,0.9315,0.0306748706092632,0.0327896146754165,0.0339417579041442,0.0301934953423717,-0.0229763281604008,-316.347704637052,-309.937227023663,0.927,0.8845,0.8835,0.3205,0.3235,0.9015,0.9125,110.313968521097,110.601891020194,25.0758302824627,110.689585193508,-3175.96207333743,-3139.81542417491,0.864523027924555,0.625982516800251
"5",0.25,0.450253787678531,0.45110190859879,0.939,0.9285,0.9285,0.0291634983084662,0.0321126697728166,0.0321126697728166,0.0291574314751658,-0.023658573163074,-253.008478413664,-250.361879514326,0.9365,0.889,0.8905,0.3275,0.3285,0.9095,0.91,104.926861131613,105.515578425976,23.2047325743678,105.601614310859,-3175.96207333743,-3118.61856723028,0.866857840775483,0.639707126008651
"6",0.3,0.461091145861938,0.461895757445179,0.943,0.9435,0.9225,0.0282146983656071,0.0321384918123335,0.0286687227460793,0.0290678920164892,-0.0246051361067782,-197.617069643099,-194.970632527222,0.9445,0.909,0.878,0.331,0.3135,0.929,0.8945,101.602172584524,105.996042768521,23.0353146009542,93.8119309885905,-3175.96207333743,-3107.03935874941,0.869628139094701,0.651697311974955
"7",0.4,0.480279358798745,0.481032477295639,0.947,0.9225,0.9225,0.0273539775166151,0.028032993995479,0.028032993995479,0.0242950816853254,-0.0231250130674995,-98.9316495159061,-96.4611231268055,0.943,0.883,0.8825,0.3115,0.3075,0.9075,0.908,98.6828376359303,89.5685134360455,20.3319374296639,89.549669331928,-3175.96207333743,-3190.61563143254,0.873554453876976,0.672640997779788
"8",0.5,0.499551669290652,0.499908980974381,0.9405,0.921,0.942,0.0271612631952582,0.0270988093454604,0.0299174262881149,0.023083573685682,-0.0226891877542732,-1.4858238198993,-0.298733468628175,0.9355,0.8655,0.898,0.314,0.3235,0.8975,0.9225,98.0869023476922,85.3901726281605,21.0134936646227,94.1902617418518,-3175.96207333743,-3125.75593961489,0.874482534739449,0.691860155942667
"9",0.6,0.519025074109158,0.517935885284673,0.936,0.9125,0.9125,0.0274768217042666,0.0282446852619373,0.0282446852619373,0.022922997935263,-0.0243355573781297,96.4422170661588,92.5894036432449,0.931,0.8495,0.851,0.306,0.31,0.8865,0.887,99.2073585413963,85.0034101982459,21.2648474055003,85.1760677942902,-3175.96207333743,-3139.88231361558,0.873248884955207,0.710653832548612
"10",0.7,0.539078093072374,0.538115143424986,0.9335,0.942,0.919,0.0285767549385801,0.0323262446898976,0.028873227456969,0.0246390677679603,-0.0291315688009122,198.485385683245,194.987112189256,0.9305,0.8645,0.824,0.3125,0.299,0.9235,0.8965,103.078910700447,90.8666009664827,22.5036811449774,81.9008264675926,-3175.96207333743,-3141.1760781271,0.866895356319174,0.729966432397231
"11",0.75,0.550514333169028,0.548609335595556,0.9345,0.932,0.932,0.0296187379163055,0.0323136161279795,0.0323136161279795,0.023649971640872,-0.029564782223751,256.184014447308,249.252718477093,0.933,0.8445,0.8465,0.308,0.311,0.9105,0.9115,106.75458444432,88.7252598019069,23.6540358140062,88.893031859406,-3175.96207333743,-3151.85772516026,0.864281127369215,0.740164082328044
"12",0.8,0.563158036660956,0.561030728969628,0.9395,0.9245,0.93,0.0310802086307355,0.0334866981739183,0.0346659087862023,0.0236808588970069,-0.0307079332947032,320.049713678186,312.472064730639,0.936,0.8385,0.8715,0.318,0.3195,0.909,0.917,111.934578121472,89.3853139644188,24.9466178104951,99.3550957040725,-3175.96207333743,-3175.56673907784,0.858876468794631,0.75112926097197
"13",0.9,0.595721749804441,0.5926871992463,0.9255,0.9285,0.9345,0.0362092278036372,0.0450663464238385,0.0461706160789353,0.0254987688879316,-0.0425042118955154,485.704862927576,475.544654511974,0.9255,0.7995,0.847,0.334,0.335,0.9205,0.9275,129.471606657235,98.8375739961881,32.2850579232144,112.747883094213,-3175.96207333743,-3245.84622908103,0.854089879136904,0.778644026339974
"14",0.95,0.623587152557947,0.615923047528073,0.9025,0.9695,0.9165,0.0424646468415382,0.103301475435369,0.0587304212668665,0.0311017557563846,-0.102111063373553,624.860999586309,600.57818045993,0.888,0.805,0.802,0.408,0.398,0.9655,0.909,149.405637123656,125.814148750183,49.4327933442083,125.038760884607,-3175.96207333743,-3265.59703890437,0.853918702300077,0.799254591299187
"15",0.975,0.648085207819367,0.632743367254374,0.848,0.8505,0.8825,0.0469874056539751,0.0690124911583153,0.0729050113230211,0.0300753444672093,-0.0605257359560562,748.534766431565,696.198827194513,0.821,0.6565,0.746,0.2505,0.2635,0.8215,0.855,162.038284759674,117.223152957776,35.7204163692387,147.878529223246,-3175.96207333743,-3286.13928396128,0.856565407106074,0.814877962393819
