"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
"1",0.025,0.353889600376969,0.355587799720246,0.929,0.977,0.965,0.0172856640866172,0.0242311101356686,0.0224079543665953,0.0231183360838363,-0.016120592218617,-9.55909271784666,-12.3752147082671,0.941,0.962,0.938,0.632,0.61,0.99,0.991,26.8584648091142,38.159694600693,13.1050656741336,33.4897816319559,1807.33332533751,1541.35356081542,0.795845618971754,0.518154244872678
"2",0.05,0.376800272691133,0.377529095611268,0.933,0.97,0.963,0.0137601964348987,0.018449606881943,0.0178485318398327,0.0173202992754362,-0.0139425392714311,-7.10229874156909,-8.38384796690876,0.948,0.964,0.957,0.609,0.611,0.994,0.993,20.9770790600173,27.4017307079155,9.24493117977454,25.3504423564587,1807.33332533751,1481.97859025114,0.791950877592204,0.548586767341629
"3",0.1,0.404154712419879,0.404639199077757,0.937,0.979,0.981,0.0111292088888115,0.014280901328776,0.0140928033887902,0.013282011851319,-0.0115891860013933,-5.71435253460387,-6.51013864458554,0.947,0.968,0.956,0.581,0.577,0.994,0.991,16.8457936543143,21.9037621618351,7.42637881300101,20.7719260726926,1807.33332533751,1543.15433713526,0.795380866542709,0.582694459330989
"4",0.2,0.436918247462095,0.437122344371536,0.951,0.978,0.979,0.00929370682870901,0.0115284060564765,0.0116991726581804,0.0106790281052482,-0.00986629151328966,-3.35784566295334,-3.70293071075874,0.955,0.967,0.967,0.577,0.581,0.998,0.998,14.001745500198,17.6876067083984,6.08336333664346,17.6995581517748,1807.33332533751,1546.97162915363,0.800267566885187,0.62246984159255
"5",0.25,0.449511084937412,0.449723483053699,0.948,0.971,0.974,0.00891886747107334,0.0107488210214938,0.0109038818778194,0.00996503684432013,-0.00940899022992438,-2.64675363273972,-2.99976749120896,0.954,0.965,0.966,0.592,0.596,0.994,0.995,13.4132771451486,15.8996337583757,5.51311595473033,15.9086531045376,1807.33332533751,1489.19287198529,0.802528942079666,0.637032216874953
"6",0.3,0.460862833636334,0.460887929937412,0.953,0.971,0.971,0.00855274748419761,0.0104142161454791,0.0104142161454791,0.00965568131073212,-0.00918543511421933,-2.11128483007541,-2.1832009169158,0.952,0.954,0.955,0.59,0.59,0.994,0.994,12.8692987066844,15.7509696602556,5.49319283119901,15.7573848343952,1807.33332533751,1522.40165692234,0.805691728448031,0.649837325644094
"7",0.4,0.480927404029618,0.481115099683482,0.95,0.969,0.969,0.00819282860287311,0.00988090718112134,0.00988090718112134,0.00902653262162718,-0.00889027050033696,-0.747065096268002,-1.0352344375461,0.948,0.957,0.957,0.586,0.588,0.991,0.991,12.3754736331712,14.8410796415024,5.18291924862798,14.8531359663826,1807.33332533751,1536.13132519152,0.810363662679708,0.672185289076318
"8",0.5,0.500039910484798,0.500010993687757,0.955,0.977,0.977,0.00813893116082675,0.00988735130683812,0.00988735130683812,0.00897725502782539,-0.0090001828631208,0.280334580075169,0.323022440175299,0.949,0.968,0.968,0.572,0.572,0.996,0.996,12.2594735426869,14.2580851806173,5.09643549937738,14.2608299865212,1807.33332533751,1490.26149680638,0.811323958452905,0.692228342268138
"9",0.6,0.519141565429815,0.51912369242309,0.95,0.978,0.978,0.00829318872826603,0.00991038186490519,0.00991038186490519,0.00890493293700526,-0.00907136368587222,1.19655624192874,1.21706622443322,0.956,0.961,0.961,0.558,0.558,0.993,0.993,12.4602330620556,14.6337964044298,5.32320244430789,14.6422449165286,1807.33332533751,1531.12734855312,0.811138322797525,0.711436462550638
"10",0.7,0.53960127246397,0.539442902874447,0.943,0.967,0.967,0.00861284764721586,0.0105655354614529,0.0105655354614529,0.00937858548725953,-0.00969778015245933,2.24130189649221,2.54122017721162,0.95,0.95,0.95,0.556,0.557,0.991,0.991,12.9821217036677,15.2442930341732,5.53803851909222,15.2527944037325,1807.33332533751,1523.14878840295,0.805278574691015,0.731072250449904
"11",0.75,0.550859391442646,0.550677678173151,0.937,0.961,0.966,0.00886593841783298,0.0107059299647116,0.010870670607803,0.0093458535856544,-0.00997683668780621,2.98916747555528,3.24602830596355,0.937,0.946,0.952,0.561,0.566,0.992,0.993,13.4072434760854,15.0505344739511,5.59074841797778,15.5799205110232,1807.33332533751,1507.48683437957,0.802843021427249,0.741560091564108
"12",0.8,0.563201638701393,0.563020359385782,0.944,0.975,0.975,0.00930397649293456,0.0114471076884308,0.0116170688991666,0.00985452658027994,-0.0106356900241841,4.05920241589222,4.27876946693231,0.947,0.952,0.958,0.569,0.573,0.989,0.991,14.0453910827402,16.4677705582508,6.00883343851106,17.0307716143861,1807.33332533751,1545.70652553335,0.798442561281865,0.752876913067417
"13",0.9,0.596507034136264,0.596142179304956,0.936,0.971,0.968,0.0110847602960389,0.0141683586005019,0.0139603283969764,0.0117580995520236,-0.0132105953115606,5.5719884985085,6.35345729043001,0.952,0.944,0.954,0.583,0.571,0.992,0.992,16.7532529673981,19.0683233361575,7.16697074569363,19.806882937397,1807.33332533751,1480.70435067722,0.79332826462841,0.780896698582827
"14",0.95,0.623495419269371,0.622906460962895,0.929,0.966,0.962,0.0138363518662585,0.0185303360093991,0.0179141151489652,0.0139049980862828,-0.0174623317350865,7.62864389293602,8.68964386304782,0.929,0.927,0.939,0.612,0.603,0.989,0.988,20.9600555971498,24.1723572086523,9.83296675170764,25.4131107981727,1807.33332533751,1558.21851927263,0.793468670682747,0.802099809331309
