"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"1",0.025,-0.967010279890439,-0.95801591923882,0.949,0.953,0.955,0.144191163005908,0.168706455319933,0.156264881377559,0.159752445642134,-0.111256576624541,-88.2771697755674,-89.0849959613886,0.963,0.967,0.956,0.868,0.849,0.996,0.997,17.8282706061587,20.8248944752223,13.2390554594544,18.6944412020538,179.714735864243,99.0307881303784,0.284591360904555,0.147994081927842,-0.00843654845841229,-0.0109745742660016,10.0053156488945,10.0321938979883,0.964,0.977,0.972,2.24753212664391,3.03571655279452,2.81165904897406,2.8746494975763,-2.00182534225615
"2",0.05,-0.73567120745322,-0.729852680299563,0.955,0.963,0.961,0.110992759404866,0.127915465417939,0.123768128886893,0.120209655634422,-0.0953696792583586,-73.1253657911533,-73.7886948519375,0.951,0.962,0.961,0.846,0.841,0.998,0.999,13.4548448419115,15.3185684008236,9.54905064787955,14.3855916619578,179.714735864243,98.356546964692,0.284377607751209,0.115278996820112,-0.00843654845841229,-0.0128745294502005,9.96282220267383,9.96859857756611,0.952,0.984,0.979,1.71145598951195,2.3020002188818,2.22738616522277,2.16331717728801,-1.71631569852245
"3",0.1,-0.463540021427121,-0.460231314156473,0.964,0.968,0.969,0.0902793089174252,0.100991314171029,0.0990576808237868,0.0945960349360747,-0.0818560960524922,-56.8776257001162,-57.1768887662466,0.962,0.972,0.966,0.854,0.849,0.999,0.999,10.5517096848016,11.9321846912549,7.39114555729722,11.4167833066711,179.714735864243,98.0897853784449,0.288349168009884,0.0811407475115747,-0.00843654845841229,-0.0136434449162334,9.94009210789314,9.93227094454001,0.953,0.994,0.993,1.35855609569437,1.81753521844188,1.78284256794635,1.70234318579805,-1.47328640961176
"4",0.2,-0.130371881654192,-0.129299165943424,0.947,0.969,0.969,0.0750952733989532,0.0820280088222088,0.0820280088222088,0.0761961661160813,-0.0705599258650242,-37.416074861144,-37.5134835665951,0.954,0.966,0.965,0.847,0.844,0.998,0.998,8.69097380780989,9.65830764829551,6.04843574278997,9.62143299003273,179.714735864243,98.0200460779108,0.302803692490332,0.0605247318132287,-0.00843654845841229,-0.0158765298314393,9.97952926394032,9.98484378918608,0.952,0.984,0.984,1.1275004820822,1.47616529547563,1.47616529547563,1.37117620599041,-1.26978907909377
"5",0.25,-0.00363923595382417,-0.00290826916475599,0.952,0.963,0.963,0.070497119931033,0.0766130014495964,0.0766130014495964,0.0704219199982491,-0.0670869594595331,-30.0277076730363,-30.1220792565289,0.957,0.966,0.963,0.829,0.821,1,1,8.19710112143938,9.00742555697857,5.70704022917315,8.96722438855184,179.714735864243,98.2077324474044,0.310193593052825,0.0603890584129948,-0.00843654845841229,-0.0130956408055499,9.96509889783155,9.95134015922558,0.952,0.981,0.981,1.07166377373356,1.37882746001644,1.37882746001644,1.26726660029677,-1.20744597545836
"6",0.3,0.108300388476877,0.108782707116254,0.954,0.964,0.964,0.0682835853093971,0.0751618604510363,0.0751618604510363,0.0695583883870949,-0.0657890576756287,-23.1983931362878,-23.2232125440486,0.958,0.971,0.971,0.834,0.837,0.998,0.998,7.91688462332124,8.80460982294403,5.5009208813789,8.81820599494903,179.714735864243,98.0625444502942,0.316687255547334,0.0637453375611777,-0.00843654845841229,-0.0134479529503733,9.96223138011556,9.97391960775727,0.935,0.982,0.982,1.02888775762095,1.35268226078035,1.35268226078035,1.25210671515088,-1.18402862382927
"7",0.4,0.310318261144179,0.310351532871647,0.953,0.969,0.968,0.0653547786316803,0.0709778672835028,0.0698401267923906,0.0649603873781824,-0.0642278380487701,-11.1229579089359,-11.1202182573912,0.95,0.968,0.959,0.823,0.813,1,1,7.56875983722942,8.26759235352622,5.19795989825047,8.06975841304923,179.714735864243,98.2088823308609,0.325669030032149,0.0770498526198138,-0.00843654845841229,-0.0124644416524097,9.98253631619465,9.97531801030353,0.944,0.98,0.979,0.99059985483119,1.27739203505125,1.25691127184181,1.16907724654472,-1.15581286236029
"8",0.5,0.501462959723255,0.501780694805474,0.955,0.973,0.969,0.0648637024517671,0.0713501781934675,0.0692171271584474,0.0645571977430317,-0.0650180881711403,0.196859241119907,0.0762374034749149,0.952,0.966,0.964,0.836,0.833,1,1,7.49257113761972,8.22114375723448,5.17137880130432,8.00818280320512,179.714735864243,98.1014996384829,0.328850882988005,0.0971457660504328,-0.00843654845841229,-0.0130118067935109,9.98185842442766,9.9844842686979,0.944,0.982,0.98,0.978415632021434,1.28411252973205,1.24571828408929,1.16172011772083,-1.17021289685306
"9",0.6,0.693869880176811,0.693458295072361,0.947,0.961,0.959,0.0658932538022591,0.0717468345746617,0.0705309218787369,0.064551610904658,-0.0657987316244263,11.2312647514021,11.2715477903617,0.955,0.965,0.964,0.822,0.818,0.999,0.999,7.611102926677,8.23983044225303,5.22660820123126,8.20216665529406,179.714735864243,97.8816388005763,0.325753257296264,0.123361250054026,-0.00843654845841229,-0.0104248401848599,9.9952521401456,9.99773180140937,0.95,0.987,0.986,0.995335031309815,1.29137706027349,1.26947506669992,1.16187840482571,-1.18425748223515
"10",0.7,0.897647896381077,0.896298447640333,0.946,0.963,0.963,0.0684655482508566,0.0756693164557258,0.0756693164557258,0.0662142438231448,-0.0700322294398811,23.3930645610636,23.4959861163368,0.947,0.956,0.956,0.824,0.827,0.999,0.999,7.96773662148384,8.56867696797227,5.51094816596663,8.58193733259988,179.714735864243,98.046315778261,0.31582618575402,0.155797429632765,-0.00843654845841229,-0.0107627299474552,10.0322714608126,10.0313535961086,0.957,0.993,0.993,1.04143363344138,1.36199596061303,1.36199596061303,1.19171533242349,-1.26068322282602
"11",0.75,1.01091357439953,1.00918312641711,0.951,0.968,0.968,0.0713259142459107,0.0775760352655302,0.0775760352655302,0.0676189797040801,-0.0717117081375852,30.1513294309071,30.2941265805027,0.949,0.957,0.955,0.818,0.809,1,1,8.27182551489541,8.84123484401093,5.74992795760309,8.79357167563476,179.714735864243,98.0864733131602,0.308685640490227,0.174424855824658,-0.00843654845841229,-0.00995343246031553,10.0349893939634,10.0347367022759,0.961,0.99,0.99,1.07617940004351,1.39605152824737,1.39605152824737,1.21691870695658,-1.29043377964788
"12",0.8,1.13508390242706,1.13403921400498,0.951,0.966,0.966,0.0748335802472106,0.0819092672096625,0.0819092672096625,0.0698108894251965,-0.076358678458722,37.8200190404758,37.8331374344127,0.954,0.96,0.959,0.83,0.822,1,1,8.73011342091002,9.21306523877484,6.05413764054996,9.17393038451277,179.714735864243,98.2715636784118,0.301065488693006,0.194953109826409,-0.00843654845841229,-0.0112433092622086,10.0447151300216,10.0713867191127,0.958,0.987,0.987,1.13125070758861,1.47370298852639,1.47370298852639,1.25611626183683,-1.3739261581551
"13",0.9,1.46407432847774,1.46197346089276,0.956,0.973,0.972,0.0898603326939295,0.099983508800379,0.0982320610610296,0.0813700735437437,-0.0934840021656476,57.8054330335218,58.0204902192266,0.958,0.96,0.963,0.853,0.847,0.999,0.999,10.6144806017781,11.0125829318706,7.40416254259753,11.2597320690434,179.714735864243,98.5747276520356,0.288633108223325,0.243953265054423,-0.00843654845841229,-0.0124933679308742,10.0620729092885,10.0644368362703,0.949,0.98,0.98,1.35603661912233,1.79951846713731,1.76794555291346,1.46462380658407,-1.68249580907843
"14",0.95,1.73576029137225,1.73118599373606,0.95,0.964,0.961,0.112726766756168,0.12903037678765,0.12449978970495,0.0978302296853769,-0.120971277119165,74.2742120246646,75.0226785798444,0.961,0.964,0.965,0.845,0.843,0.999,1,13.6290079061748,13.9325116022278,9.7622558642991,14.3101275242871,179.714735864243,98.8443158798106,0.284435418234265,0.277506229218037,-0.00843654845841229,-0.0124152024136856,10.1341717132541,10.1361981688656,0.959,0.987,0.986,1.72675205112843,2.32156428547695,2.23974353844329,1.75991994017078,-2.17691210458021
"15",0.975,1.97170230476737,1.95876603927506,0.947,0.959,0.948,0.144734739842826,0.168521371702386,0.155583299385438,0.108610243155381,-0.160951792759448,89.0202549530898,90.1641371903042,0.966,0.958,0.956,0.87,0.853,0.998,0.998,17.8613716910519,17.3740548756304,13.1763642750779,17.5373232950577,179.714735864243,99.3961265883967,0.285366048473492,0.302562863853628,-0.00843654845841229,-0.0119449668331072,10.0854994375977,10.1018856133469,0.961,0.978,0.964,2.21569409149512,3.03278648399893,2.7998678169985,1.95477683652878,-2.89637449191215
