"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"1",0.025,-0.966362101627524,-0.95801591923882,0.951,0.953,0.955,0.144190989341818,0.168691033005018,0.156250006189063,0.159737319699466,-0.111247012844877,-352.734763322202,-351.205922444493,0.95,0.957,0.934,0.648,0.615,0.963,0.957,28.4077382720803,34.4741908189495,13.2390554594544,30.1751540829338,-0.0969533971231431,-80.9692118696216,0.284709229038522,0.147994081927842,-9.99833870547824,-10.010974574266,10.0139769931946,10.0321938979883,0.963,0.977,0.972,2.24753590209898,3.03543875282979,2.81139086768106,2.87437694278682,-2.00165287746805
"2",0.05,-0.735671207453219,-0.729852680299563,0.955,0.963,0.961,0.110992483524268,0.127915465417939,0.123768128886893,0.120209655634422,-0.0953696792583586,-295.917961105994,-295.476191530198,0.945,0.955,0.949,0.617,0.608,0.958,0.955,21.6595681068747,25.7416370197797,9.54905064787954,23.7144475730206,-0.0969533971231431,-81.643453035308,0.284377607751209,0.115278996820112,-9.99833870547824,-10.0128745294502,9.96282220267382,9.96859857756611,0.952,0.984,0.979,1.71145731787334,2.30200021888179,2.22738616522277,2.16331717728801,-1.71631569852245
"3",0.1,-0.463540021427121,-0.460231314156473,0.964,0.968,0.969,0.0902791570390827,0.100991314171029,0.0990576808237867,0.0945960349360747,-0.0818560960524922,-230.913908478066,-230.695815869012,0.937,0.969,0.962,0.597,0.592,0.963,0.96,17.3386300885403,20.2095724402502,7.39114555729721,19.1011445436848,-0.0969533971231431,-81.9102146215551,0.288349168009884,0.0811407475115747,-9.99833870547824,-10.0136434449162,9.94009210789314,9.93227094454001,0.953,0.994,0.993,1.35855470606847,1.81753521844188,1.78284256794635,1.70234318579805,-1.47328640961176
"4",0.2,-0.130371881654193,-0.129299165943424,0.947,0.969,0.969,0.0750952741812744,0.0820280088222088,0.0820280088222088,0.0761961661160814,-0.0705599258650242,-151.087720919495,-150.938895544551,0.951,0.974,0.974,0.615,0.607,0.969,0.969,14.5003576922041,16.3075507929442,6.04843574278997,16.2852531321988,-0.0969533971231431,-81.9799539220892,0.302803692490332,0.0605247318132287,-9.99833870547824,-10.0158765298314,9.97952926394033,9.98484378918608,0.952,0.984,0.984,1.12750038097536,1.47616529547563,1.47616529547563,1.37117620599041,-1.26978907909377
"5",0.25,-0.00363923595382429,-0.00290826916475598,0.952,0.963,0.963,0.0704970857838549,0.0766130014495964,0.0766130014495964,0.0704219199982491,-0.0670869594595331,-121.031781166409,-121.132166113929,0.962,0.971,0.971,0.595,0.59,0.968,0.967,13.7278263157563,15.1157537269637,5.70704022917315,15.0917790898579,-0.0969533971231431,-81.7922675525956,0.310193593052825,0.0603890584129948,-9.99833870547824,-10.0130956408056,9.96509889783156,9.95134015922558,0.952,0.981,0.981,1.07166429675236,1.37882746001644,1.37882746001644,1.26726660029677,-1.20744597545836
"6",0.3,0.108300388476877,0.108782707116254,0.954,0.964,0.964,0.0682839386038475,0.0751618604510363,0.0751618604510363,0.0695583883870949,-0.0657890576756287,-94.0820094092943,-93.9031291855502,0.95,0.97,0.97,0.581,0.584,0.966,0.966,13.2277973906712,14.8819164123531,5.5009208813789,14.8909001292257,-0.0969533971231431,-81.9374555497058,0.316687255547334,0.0637453375611777,-9.99833870547824,-10.0134479529504,9.96223138011556,9.97391960775727,0.935,0.982,0.982,1.0288886200292,1.35268226078035,1.35268226078035,1.25210671515088,-1.18402862382927
"7",0.4,0.31031826114418,0.310351532871647,0.953,0.969,0.968,0.0653548180921726,0.0709778672835028,0.0698401267923906,0.0649603873781824,-0.0642278380487701,-45.4403077410372,-45.5037622374595,0.949,0.964,0.96,0.582,0.576,0.966,0.965,12.7112310403875,13.9110001282001,5.19795989825047,13.4918542233573,-0.0969533971231431,-81.7911176691391,0.325669030032149,0.0770498526198138,-9.99833870547824,-10.0124644416524,9.98253631619465,9.97531801030353,0.944,0.98,0.979,0.990601394748035,1.27739203505125,1.25691127184181,1.16907724654472,-1.15581286236029
"8",0.5,0.501462959723254,0.501780694805474,0.955,0.973,0.969,0.0648636886367294,0.0713501781934675,0.0692171271584474,0.0645571977430316,-0.0650180881711403,0.278776235582318,0.241605155439282,0.935,0.949,0.943,0.59,0.585,0.957,0.952,12.5115474413699,13.8298371128104,5.17137880130432,13.3994993342996,-0.0969533971231431,-81.8985003615171,0.328850882988005,0.0971457660504328,-9.99833870547824,-10.0130118067935,9.98185842442766,9.9844842686979,0.944,0.982,0.98,0.978416696135807,1.28411252973205,1.24571828408929,1.16172011772083,-1.17021289685306
"9",0.6,0.693869880176811,0.693458295072361,0.947,0.961,0.959,0.0658932500568274,0.0717468345746618,0.070530921878737,0.0645516109046581,-0.0657987316244263,46.080364584684,46.0713589174803,0.953,0.959,0.958,0.573,0.568,0.969,0.965,12.7896184764592,13.8575425913615,5.22660820123126,13.8346103077633,-0.0969533971231431,-82.1183611994237,0.325753257296264,0.123361250054026,-9.99833870547824,-10.0104248401849,9.9952521401456,9.99773180140937,0.95,0.987,0.986,0.995333122574331,1.29137706027349,1.26947506669992,1.16187840482571,-1.18425748223515
"10",0.7,0.897647896381077,0.896298447640333,0.946,0.963,0.963,0.0684654328277071,0.0756693164557258,0.0756693164557258,0.0662142438231449,-0.0700322294398811,95.2924005177834,95.1432426526829,0.948,0.962,0.961,0.574,0.577,0.969,0.969,13.3477418493227,14.2687632281873,5.51094816596663,14.2761015443151,-0.0969533971231431,-81.953684221739,0.315826185754019,0.155797429632765,-9.99833870547824,-10.0107627299475,10.0322714608126,10.0313535961086,0.957,0.993,0.993,1.04143160735708,1.36199596061303,1.36199596061303,1.19171533242349,-1.26068322282602
