"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
"1",0.025,0.353106881491018,0.353490291824786,0.952,0.964,0.957,0.0143963408949582,0.0174980877786648,0.0162715556281829,0.0166413758664017,-0.0116472429191312,-61.6590556687155,-61.5357996915629,0.932,0.936,0.916,0.467,0.432,0.874,0.858,4.02415408268757,4.55797853292054,1.30958556992448,3.98291619016369,-179.938564270651,-261.384253504369,0.897116386815353,0.537757764917612
"2",0.05,0.376256980016471,0.376684652342737,0.951,0.969,0.961,0.0111970912878296,0.0133215128140889,0.0129104541294872,0.0124869972232653,-0.0101550718795498,-51.8314832054374,-51.7419353682092,0.945,0.943,0.917,0.431,0.419,0.887,0.875,3.16821487613863,3.41058734566888,0.961504860456143,3.13427911446952,-179.938564270651,-261.517688574214,0.896844118838495,0.576683137847938
"3",0.1,0.403931419981712,0.404163190730022,0.935,0.963,0.96,0.00889870530514382,0.01029569987659,0.0100900036239239,0.00962744800684145,-0.00834774403761844,-40.2962656654611,-40.2396512098601,0.937,0.94,0.923,0.427,0.418,0.869,0.865,2.52130220801321,2.62849701850367,0.738047361531659,2.4737624609131,-179.938564270651,-261.427158197891,0.89737212710885,0.617789006804494
"4",0.2,0.436980073243053,0.436967871779754,0.941,0.961,0.962,0.00738841648261857,0.00833197742381107,0.00846551245867478,0.00768921481203124,-0.00717727310326578,-26.4506255415598,-26.453338454904,0.938,0.933,0.934,0.407,0.41,0.873,0.88,2.10148889817112,2.10403276176808,0.602469362514536,2.10537878542269,-179.938564270651,-261.62661135857,0.899198713897233,0.657145950982163
"5",0.25,0.449426895144518,0.449514007126298,0.948,0.959,0.964,0.00706350475009817,0.00783270097998856,0.007951099321879,0.00726552954365591,-0.00683590837398033,-21.1993476797117,-21.1821692353772,0.938,0.938,0.937,0.416,0.418,0.866,0.872,2.01098911484321,1.98709985757227,0.570702378626928,1.98814740277505,-179.938564270651,-261.53707715719,0.900220957390349,0.66843718724845
"6",0.3,0.460914679703341,0.46084395489941,0.94,0.966,0.966,0.00679518164428139,0.00764528276238376,0.00764528276238376,0.00705458369451,-0.00673295001199839,-16.4235087739647,-16.4419103909077,0.945,0.937,0.937,0.419,0.42,0.865,0.866,1.93374200102489,1.92618430506173,0.550465836035354,1.92695589222683,-179.938564270651,-261.346666443022,0.901124057910015,0.676791899967275
"7",0.4,0.481152167700385,0.48110681309511,0.944,0.965,0.965,0.00656793004007494,0.00732342638656666,0.00732342638656666,0.00666286194343465,-0.00662242495146073,-7.92586741957661,-7.94236951373359,0.945,0.934,0.934,0.425,0.424,0.863,0.865,1.86801651634704,1.82205986678731,0.528137556488421,1.82294580696788,-179.938564270651,-261.23311950082,0.902485457022403,0.687748603183933
"8",0.5,0.500079007927755,0.500166866247357,0.935,0.956,0.956,0.00646730620331673,0.0072809257926059,0.0072809257926059,0.00663718763129251,-0.00660303237593648,0.0592069503609885,0.0761437672867038,0.934,0.929,0.929,0.444,0.445,0.856,0.857,1.83799555093059,1.81422842445744,0.520868845695257,1.8143954685662,-179.938564270651,-261.424303135844,0.903012173538689,0.693566399396806
"9",0.6,0.519157629505964,0.519133873027021,0.943,0.963,0.963,0.00655840666143785,0.00729382831613391,0.00729382831613391,0.00661635493818291,-0.00665831348024234,8.05789588709011,8.06112988942164,0.936,0.927,0.926,0.407,0.409,0.845,0.847,1.86526677916623,1.80987121172652,0.527694023284799,1.81060359172969,-179.938564270651,-261.388591965549,0.902510948104972,0.695509540004265
"10",0.7,0.539598282314599,0.539491999650323,0.94,0.958,0.958,0.00682780319263323,0.00768402272757117,0.00768402272757117,0.00675924094079469,-0.00707653256017458,16.6296745384777,16.5981899518146,0.931,0.924,0.924,0.428,0.428,0.844,0.844,1.94467045255261,1.85457782153186,0.551427333960885,1.855274437882,-179.938564270651,-261.4512175918,0.901139348024397,0.694098950837787
