"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
"1",0.025,0.354325599410658,0.366088709071212,0.8335,0.6925,0.811,0.0531751140557991,0.0489611363132226,0.060160841050566,0.0189778487635617,-0.0342153291526396,-35.1307986130581,-34.7311128663932,0.7875,0.5445,0.596,0.4805,0.534,0.4935,0.5495,5.17727080817785,4.52157280584686,2.99239375440489,4.94614995795657,0.518763112784363,-78.751897995933,0.894328863244772,0.586860072882788
"2",0.05,0.377323943383002,0.384562152946746,0.923,0.9045,0.933,0.0510091602037771,0.0689977632671561,0.0729820699015113,0.0597850273934405,-0.031800905336352,-29.534345840025,-29.0574827234686,0.9005,0.8605,0.8745,0.668,0.6935,0.6905,0.716,5.62353920715629,7.56416115824134,3.80215389157633,7.71017633057181,0.518763112784363,-79.6292045391351,0.895552137221423,0.601695040282956
"3",0.1,0.403944875948648,0.4084679584248,0.95,0.9875,0.9555,0.0452024832520807,0.0998874579670704,0.0592174578253076,0.0986682347798577,-0.0324832613308488,-23.0000675965499,-22.716820410687,0.938,0.9865,0.9615,0.835,0.833,0.8585,0.842,5.01529465737094,11.4611895000536,5.36411095106526,7.97202167024102,0.518763112784363,-80.1660302515095,0.896542737278807,0.630850973474247
"4",0.2,0.437073775935492,0.439460852128778,0.9585,0.9625,0.935,0.0368482457454962,0.047255436632639,0.0388523408127639,0.0441643792524289,-0.0280439817574915,-15.1333540534826,-14.9779512970444,0.945,0.9665,0.9285,0.807,0.765,0.8165,0.771,4.14997100029274,5.6906456963026,3.31775378847689,4.54426542473959,0.518763112784363,-80.1537114186259,0.900174733108095,0.663659188266307
"5",0.25,0.449159978564594,0.450817039005213,0.944,0.9485,0.9485,0.0344222326385547,0.0424101867589856,0.0424101867589856,0.0382643858962729,-0.0281818143206849,-12.2035518671336,-12.0997092010916,0.9485,0.951,0.954,0.8025,0.807,0.8085,0.812,3.96446884857208,5.02408333506789,2.96328562957361,5.08242943323663,0.518763112784363,-82.4007426634803,0.903266769806219,0.673180807324825
"6",0.3,0.460056549559884,0.461648244342193,0.944,0.9565,0.9565,0.0334458849362399,0.0406015226970108,0.0406015226970108,0.0368079730737215,-0.0284570538336974,-9.53118529227631,-9.40343358616345,0.942,0.9565,0.9605,0.7785,0.795,0.7835,0.7985,3.81553697072599,4.74340477871544,2.75746720975058,4.83043760806719,0.518763112784363,-81.8407973742345,0.904796264439228,0.680728915835057
"7",0.4,0.480224166280724,0.48042239482825,0.9535,0.933,0.9525,0.0321544229647367,0.0349903260828257,0.0375190334241118,0.0301620842397391,-0.0270606593543356,-4.71048266106273,-4.63879834996661,0.9405,0.9375,0.9355,0.7685,0.751,0.7775,0.7635,3.67664400972647,4.09350005308417,2.59530982806646,4.03705992745066,0.518763112784363,-83.0824504673202,0.907390364876011,0.690532991910378
"8",0.5,0.499449774504904,0.498899286984257,0.953,0.9595,0.9595,0.031960647384772,0.0397668347964723,0.0397668347964723,0.03238992575408,-0.0334089546825688,-0.118037890303728,-0.197229898922294,0.9465,0.9455,0.95,0.7695,0.783,0.779,0.79,3.65904072986067,4.24212151221721,2.52005733910424,4.29451544181014,0.518763112784363,-83.8619971031137,0.908439904850982,0.695505966513462
"9",0.6,0.519021299554269,0.518365343041568,0.9575,0.945,0.955,0.0326962541015484,0.0358529316987453,0.0380954268423654,0.0273678219206268,-0.0309922527392978,4.51931779662276,4.4205663318544,0.9505,0.94,0.9465,0.7905,0.7745,0.796,0.783,3.74975425850486,4.03367375880566,2.61582806277077,4.30858112840714,0.518763112784363,-83.4608609948074,0.907305529904201,0.69701991484567
"10",0.7,0.539249957167885,0.53866288421293,0.9575,0.962,0.962,0.0341597931465337,0.0417610436466211,0.0417610436466211,0.0294939789542855,-0.0373029240031085,9.37352830142125,9.30844475669375,0.947,0.947,0.9515,0.7945,0.8075,0.8005,0.8135,3.90295260245851,4.34639728022101,2.85599679831292,4.42136345073363,0.518763112784363,-83.3721972517669,0.904793202861377,0.695601268379004
"11",0.75,0.550310266149327,0.549380697626616,0.9515,0.959,0.959,0.0351462321275848,0.0433563352663628,0.0433563352663628,0.0284559561603203,-0.0395529856623286,12.1021807367022,12.0063523861453,0.9495,0.948,0.9505,0.791,0.7945,0.7995,0.8035,4.05197747327166,4.39573953514748,2.99467945229156,4.44221011169976,0.518763112784363,-83.9057415687013,0.902900225047391,0.694040179959861
"12",0.8,0.562599291569648,0.561420744439498,0.9575,0.9635,0.932,0.0373457828984577,0.0474727340174069,0.0391986717295471,0.0283907850851161,-0.0445292363886701,15.0887734992886,14.9769414084091,0.943,0.9415,0.9215,0.808,0.762,0.814,0.7685,4.21381428086351,4.68733860700194,3.37884322197006,4.28886493096208,0.518763112784363,-83.3167395216599,0.89969451347131,0.691925599622306
"13",0.9,0.596750721400655,0.592275276010247,0.9505,0.9875,0.949,0.0456382373107562,0.0996475123445983,0.0597555563687883,0.0325652941868695,-0.0985663525226544,23.1086784867597,22.8118779780322,0.946,0.954,0.952,0.844,0.845,0.8585,0.8515,5.05458875800517,6.57144331906348,5.23187536676985,6.47134831035878,0.518763112784363,-81.8669741420355,0.895585174210974,0.684639576689629
"14",0.95,0.623557742431298,0.615873018280572,0.9135,0.898,0.9275,0.0514536776235199,0.0687822760001411,0.0726351073141101,0.0316409377062709,-0.0591904745566944,29.541592434571,29.0340014217651,0.9015,0.8475,0.8975,0.682,0.708,0.6985,0.7255,5.64663112378209,5.29361716846597,3.84333605423673,6.03764481465511,0.518763112784363,-79.6390345128905,0.89482168869149,0.678636472943087
"15",0.975,0.64806587633084,0.635886270103307,0.8305,0.6985,0.811,0.0533164992356901,0.0482334058996999,0.0595211307938341,0.0357024284360587,-0.0164022519428645,35.3418230197525,35.0512406231855,0.7995,0.737,0.8185,0.5005,0.5585,0.52,0.5745,5.18505487122786,5.01612235292997,2.92923829501315,6.24598999270216,0.518763112784363,-80.8830823696917,0.893385653847907,0.680345220878586
