"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34"
"1",0.025,0.999809275607895,0.999144764997946,0.9274,0.7816,0.8334,0.0394972058225972,0.0387559697110322,0.0417730310719471,0.0338382717207109,-0.0160024956260139,-19.4142743379063,-18.9207588750784,0.882,0.708,0.7816,3.86933015865551,3.03286309050512,3.4102218777566,2.66866450916835,-1.27444388834904,0.998174977359216,0.997930807182446,0.962763512073355,1.00052294714132,1.00073631162323,0.9292,0.7768,0.8252,0.033008716024091,0.0318542843311826,0.0343268776457069,0.0278025301945738,-0.0131491914722803
"2",0.05,0.999568848791653,0.999864142906514,0.9472,0.975,0.9032,0.034695776836073,0.0663778146549537,0.0387657024273474,0.0655873538318135,-0.0192862093053845,-16.2614466302903,-16.0144107959074,0.927,0.9706,0.8676,3.46097080016318,8.19282028713101,3.20613531974193,8.12483346337314,-2.20593221640843,0.998174977359216,0.998042995545692,0.960923164482955,1.00087385291618,1.00059790738288,0.951,0.9736,0.8948,0.0288110331490476,0.0545344839499859,0.031843472321217,0.053891416033202,-0.0158431136826554
"3",0.1,0.999904209628826,1.00040199257914,0.9528,0.9282,0.941,0.0289764813899889,0.030762164429599,0.0318117212223396,0.0289151380712987,-0.0170065549850697,-12.7132370245875,-12.6226156990574,0.9484,0.893,0.9182,2.89647488117052,2.57036624722972,2.74190300603575,2.41869085857994,-1.45311966613084,0.998174977359216,0.998102627211201,0.959040997597443,1.00046108493801,1.00005346323154,0.9552,0.9242,0.9406,0.0240470777898637,0.0252659196538792,0.0261267993348064,0.0237482078176612,-0.0139725054683856
"4",0.2,1.0001370943043,1.00008062776372,0.9568,0.9336,0.9336,0.0246950542414236,0.02466464467909,0.02466464467909,0.0224450158466854,-0.0170765137480124,-8.35914436997689,-8.30239085287255,0.9562,0.9124,0.9124,2.46780196264527,2.16029901444591,2.16029901444591,1.96823679993648,-1.52352273390361,0.998174977359216,0.998136089279617,0.957307267536444,1.00024952768229,1.00010289361561,0.96,0.9364,0.9364,0.0204532757993291,0.0202618479208284,0.0202618479208284,0.0184419591322884,-0.0140228767594012
"5",0.25,1.00022299458673,0.999888683709748,0.958,0.9446,0.954,0.0236301533649879,0.0243187067812755,0.0252671793972642,0.022043504928236,-0.0177152692136282,-6.69952177403937,-6.62290730510056,0.9544,0.9188,0.9362,2.3545410061363,2.11325622688299,2.25140608241848,1.92228072057021,-1.55439590808155,0.998174977359216,0.998142568761406,0.956845348824585,1.0001724188746,1.00031997968433,0.9622,0.9518,0.9592,0.0195176649578014,0.0199683846729993,0.0207468303837414,0.018102388941673,-0.0145383951742432
"6",0.3,1.00006855633168,0.999919150409596,0.9582,0.9534,0.9534,0.0228552607626916,0.0245101272089669,0.0245101272089669,0.0220459478262932,-0.0187511814546132,-5.19310756994044,-5.16130264706718,0.9544,0.9372,0.9372,2.27446234386273,2.18577562210942,2.18577562210942,1.9703457520143,-1.69307273787077,0.998174977359216,0.998147476064367,0.956510676930065,1.00023476825392,1.00023776108089,0.962,0.9558,0.9558,0.018882748888978,0.0201210157563202,0.0201210157563202,0.0180968652775979,-0.0153855808885006
"7",0.4,1.00023538927719,1.00004665558501,0.958,0.9456,0.9586,0.0219848591539137,0.0216918737816824,0.0232080748253157,0.01885642215925,-0.0175811061495278,-2.52304327876024,-2.49206041061035,0.9562,0.9122,0.9358,2.18881530768523,1.88779103458277,2.07419589173009,1.64113507745768,-1.54683315243785,0.998174977359216,0.998152593218486,0.956099366360364,1.00012851541778,1.00018940817465,0.9582,0.9442,0.9582,0.0182209525630998,0.0178143442066453,0.019057848255561,0.0154783219973182,-0.0144405354924985
"8",0.5,0.999878637451985,1.00009515904324,0.964,0.938,0.938,0.021724654721071,0.0210632388955567,0.0210632388955567,0.0176869251139717,-0.017716599712064,0.0431688964128279,0.0222579951857905,0.957,0.9182,0.9182,2.17146668998683,1.88769996015137,1.88769996015137,1.59630022512097,-1.59771581162163,0.998174977359216,0.998154160906252,0.955956473773646,1.00030713828172,1.00012478347102,0.9628,0.939,0.939,0.0180655188318277,0.0172980499346409,0.0172980499346409,0.0145261290509346,-0.0145462839223936
"9",0.6,1.00016434920255,0.999965226372013,0.9632,0.9476,0.96,0.0219463471804007,0.0218160755870653,0.0233471293811366,0.0175764286402228,-0.0188058334013443,2.5451271909317,2.55478555044605,0.9552,0.9104,0.9358,2.19202858794948,1.89128440055824,2.07848087338013,1.54058107028539,-1.63133172285891,0.998174977359216,0.99815278896697,0.95607347531313,1.00009118153432,1.00021809065308,0.9592,0.9434,0.955,0.0182587310828597,0.0179196948108782,0.019176628408334,0.0144249699507063,-0.0154493252384675
"10",0.7,1.00019185724269,1.00014722048796,0.9594,0.9552,0.9552,0.0228312207519329,0.0245166340148639,0.0245166340148639,0.0187297956380784,-0.0220978018097269,5.24183889906907,5.22147971235933,0.9498,0.934,0.934,2.27752714586249,2.18716609426214,2.18716609426214,1.69128471826859,-1.97487735782139,0.998174977359216,0.998147364803325,0.956477146880492,1.00003033456378,1.00000809287264,0.9594,0.9564,0.9564,0.0189792775613054,0.0201365747923289,0.0201365747923289,0.0153867327492787,-0.0181499284362836
