"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34"
"1",0.025,0.996127383671562,1.09091598086653,0.96,0.3938,0.5978,0.458033522761483,0.110965657897092,0.181755288174646,0.0269332713642841,-0.0840323865328082,-18.5953817322737,-17.8916875852712,0.7886,0.3636,0.567,3.20489809740695,1.21362967836608,1.99958945858425,0.326909998780599,-0.886719679585496,0.94038648695067,0.923452009277445,0.690356201173117,1.00391745509562,1.00200489515833,0.8634,0.3966,0.5914,0.116033932125061,0.0460149086210001,0.0737845605636906,0.012203500003538,-0.0338114086174625
"2",0.05,0.999417790331248,1.073084244644,0.9722,0.7888,0.848,0.421228384245886,0.272911631205278,0.295391313492457,0.237768820901865,-0.11341625879976,-15.4549847629235,-15.0054432676818,0.88,0.7818,0.8424,3.3478623885638,3.05518770688907,3.37581079453176,2.69426094391772,-1.2492058656165,0.94038648695067,0.931145593251865,0.689829896918874,1.00213655365689,0.999924524045059,0.923,0.8084,0.859,0.111153043224606,0.110258628920516,0.119216086901577,0.0969328042356064,-0.0447133134160944
"3",0.1,1.00084782827244,1.04793865318149,0.984,0.972,0.9042,0.373471190999851,0.449790611383097,0.269867068109149,0.442804211007674,-0.148832595476993,-11.8021536035292,-11.6601812297624,0.9332,0.9782,0.905,3.11629268944052,6.52805771698337,3.10694012782671,6.44971575788218,-2.0213533936313,0.94038648695067,0.935205865393981,0.699871472319596,1.00046182949022,0.999650113203902,0.951,0.9736,0.9072,0.101380798064842,0.181238188312451,0.108536792459936,0.178554547625414,-0.0592545016641226
"4",0.2,1.00085191745092,1.02612228644584,0.9876,0.9394,0.9394,0.323302254090781,0.235443912377158,0.235443912377158,0.218288736335628,-0.138257770665077,-7.39010514939356,-7.31492299837941,0.9488,0.936,0.936,2.68420180198159,2.72522710923895,2.72522710923895,2.52854703106811,-1.61681428587792,0.94038648695067,0.93778232217215,0.71617200101929,0.999786547746157,0.999034191123964,0.9604,0.938,0.938,0.0880322017161949,0.0942892818402838,0.0942892818402838,0.0874855484798974,-0.0550944630073179
"5",0.25,1.00089983617443,1.01961599046147,0.99,0.9396,0.9542,0.310285706527536,0.220235452097209,0.230844039292767,0.200267979673968,-0.140925654138021,-5.69387071676907,-5.65084309284493,0.9522,0.9314,0.952,2.55944468985906,2.51971422474969,2.69074015226561,2.3007461317521,-1.63014883257862,0.94038648695067,0.938292357283157,0.722568746907397,0.999323980516233,0.998838140703751,0.9642,0.9422,0.9558,0.0842235844547966,0.0875715783224469,0.0919180784582078,0.0798356246181768,-0.0562590544367778
"6",0.3,1.00095059729321,1.01606652534015,0.9928,0.9518,0.9518,0.30065610246721,0.212356179830663,0.212356179830663,0.188724714349212,-0.1480501127767,-4.19173202637517,-4.18114842662625,0.9522,0.9388,0.9388,2.47208164722309,2.48376291680906,2.48376291680906,2.21446495955724,-1.75017966949928,0.94038648695067,0.938613157668153,0.728193756705623,0.99956062632911,0.9983108420135,0.9624,0.9448,0.9448,0.0815207031919362,0.0849262546017494,0.0849262546017494,0.0756407853401887,-0.0592866004776878
"7",0.4,1.00091760833931,1.00644555674068,0.9942,0.9636,0.9536,0.290124299642184,0.217283496118671,0.206460249937615,0.187768948460895,-0.167293932025797,-1.49439100380228,-1.47495958049059,0.954,0.9614,0.9456,2.37306829475942,2.60594178759382,2.41850387401087,2.24932401355488,-2.02293751975263,0.94038648695067,0.939036673526319,0.737128539607986,0.999212767699065,0.998910983981148,0.9616,0.9618,0.9504,0.0785229245956109,0.0869410010337379,0.082634612427095,0.0752417660504846,-0.0667236359660185
"8",0.5,1.00069467499564,0.997949093238694,0.9902,0.9632,0.9254,0.288094779368835,0.208460274499361,0.178265638141282,0.170435107625195,-0.171078663356192,1.06757387378409,1.05675263212773,0.9544,0.9606,0.9146,2.33842025888901,2.58893143493029,2.08690427064631,2.12737429661711,-2.12996492687996,0.94038648695067,0.939148265942706,0.744551756265365,0.9993735619765,0.99933357998165,0.9592,0.9572,0.9224,0.0774332413576494,0.0832940992624064,0.0711705282974589,0.0681774716250955,-0.0683564405635454
"9",0.6,0.999234131870004,0.990633028070608,0.99,0.9672,0.9564,0.290448102559883,0.217140228506154,0.206638201328511,0.166293994581859,-0.187859798064858,3.58880438406838,3.58656900655134,0.9514,0.963,0.9494,2.36631023748998,2.60112668757063,2.4180776220297,2.01495785776409,-2.2432225751884,0.94038648695067,0.939026164537974,0.751511320861914,1.00059373383394,0.999608066528964,0.9644,0.9658,0.9554,0.0781360619093619,0.0869217690351336,0.082701163234397,0.0665487076413728,-0.0751571394228715
"10",0.7,0.999979249275708,0.97967331668684,0.9896,0.9508,0.9508,0.300997073683384,0.212044691428366,0.212044691428366,0.14804375384362,-0.187640473811488,6.30484204436961,6.27590230093633,0.9484,0.9428,0.9428,2.45900897756357,2.47425969579429,2.47425969579429,1.73969688902474,-2.20538111852347,0.94038648695067,0.938652169104972,0.759689895819449,1.00022990227003,1.00112738259346,0.9642,0.9482,0.9482,0.0808942881351141,0.0846175753005159,0.0846175753005159,0.0589573054521794,-0.0753248610357857
