"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34"
"1",0.025,1.00003739156549,0.999172081749472,0.935,0.943,0.932,0.017110029853063,0.0190681041862251,0.0176184864060485,0.0180630970764387,-0.0123764986868357,-109.572892809749,-109.563234845839,0.94,0.95,0.94,1.26518757274686,1.42633246493861,1.27860454839014,1.3563304326291,-0.929778717679276,0.999999746862447,0.99999974367051,0.998576039089954,1.00000015653404,1.00000512893715,0.935,0.939,0.928,7.8276774467959e-05,8.65082121468133e-05,7.99280616151501e-05,8.19472420552378e-05,-5.61850972379235e-05
"2",0.05,1.00026429253684,1.00000756821371,0.943,0.953,0.946,0.013539747566027,0.0144263281110626,0.0139442207291576,0.0136479600100996,-0.0107883752500629,-106.475613191925,-106.446803002699,0.931,0.944,0.944,0.986214246115899,1.07992063369278,1.03175951451415,1.0241679985908,-0.812166700521589,0.999999746862447,0.999999745068936,0.998737851516877,1.00000037827151,1.00000143412123,0.946,0.945,0.942,6.1757338110726e-05,6.5466665554261e-05,6.32792494327098e-05,6.19307011248665e-05,-4.89620433646503e-05
"3",0.1,1.00024102608232,0.999930419008234,0.949,0.967,0.958,0.011081144013913,0.0116113099864088,0.0113947674805552,0.0108606028294414,-0.00934794903744662,-102.812491819835,-102.789426675773,0.936,0.95,0.946,0.80266692853155,0.873307615767577,0.851829329568054,0.819370693874049,-0.705674541146347,0.999999746862447,0.999999745928496,0.998918111944356,1.00000003405428,1.00000113258514,0.953,0.966,0.965,5.06273689057477e-05,5.26968887700045e-05,5.17073285125432e-05,4.92776412024641e-05,-4.24289826185608e-05
"4",0.2,1.00037052350793,1.00014578404463,0.935,0.941,0.941,0.00916462853656136,0.00937125766460338,0.00937125766460338,0.00860375813495667,-0.00811825539391554,-98.414884367505,-98.3997903655184,0.945,0.959,0.959,0.661979874169981,0.705675784741436,0.705675784741436,0.648943260395133,-0.614305258227417,0.999999746862447,0.999999746317877,0.999117468337295,0.999999536084307,1.00000007612686,0.942,0.949,0.949,4.20178308806959e-05,4.25399664468573e-05,4.25399664468573e-05,3.90689708415001e-05,-3.68485861952556e-05
"5",0.25,1.00030952104845,1.00016539075812,0.943,0.955,0.955,0.00878174127690508,0.0088409625266587,0.0088409625266587,0.00819073001006873,-0.00771229448088293,-96.7343784022956,-96.7274569596335,0.948,0.958,0.958,0.631960748625589,0.668665867592405,0.668665867592405,0.620491040052123,-0.585792625579055,0.999999746862447,0.999999746425116,0.999185003607408,0.999999647589454,1.00000039045868,0.948,0.951,0.951,4.0113761245029e-05,4.01384274254137e-05,4.01384274254137e-05,3.71912332055257e-05,-3.50050092935597e-05
"6",0.3,1.00009439576866,1.0000872614383,0.944,0.95,0.95,0.00847520158809724,0.00871571351226576,0.00871571351226576,0.00796756054579587,-0.00764909223360247,-95.2266641177794,-95.2275970647385,0.951,0.966,0.966,0.608412103569992,0.657694228314612,0.657694228314612,0.602138130137983,-0.579576956094534,0.999999746862447,0.999999746495357,0.999241190838814,1.00000035041482,1.00000052319415,0.95,0.954,0.954,3.8700584206631e-05,3.95546433419008e-05,3.95546433419008e-05,3.61552976569793e-05,-3.47321778162523e-05
"7",0.4,0.999941235080291,0.999873351176364,0.945,0.959,0.953,0.0080888034646188,0.0083044937698748,0.00816825883214026,0.00761519934859383,-0.0074272032357559,-92.50717709795,-92.5049818919175,0.947,0.963,0.96,0.582003405800591,0.636138442562679,0.619696699230706,0.584881633231648,-0.570096098545533,0.999999746862447,0.999999746554714,0.99933146448931,0.999999954070838,1.00000030247806,0.944,0.941,0.94,3.68691735272734e-05,3.77002519933608e-05,3.70806215305746e-05,3.45803818081168e-05,-3.37092590292339e-05
"8",0.5,0.999966954333929,1.00005694576448,0.956,0.962,0.958,0.00796908802056015,0.0083054686239984,0.00804637964926928,0.00760045898134144,-0.00752900741435901,-89.9677770843537,-89.9752402819922,0.952,0.967,0.963,0.573480909747628,0.64361853853551,0.611796410529274,0.590238338890095,-0.584955601226346,0.999999746862447,0.999999746590407,0.999402927375439,0.999999531847041,0.999999105322909,0.953,0.961,0.956,3.63906805045603e-05,3.77044913325468e-05,3.65293208571812e-05,3.45030158250946e-05,-3.41858574051123e-05
"9",0.6,1.0001297615059,1.00005712410985,0.948,0.954,0.954,0.0080983649274754,0.00832932797112473,0.00818364969738994,0.00742870518657188,-0.00765868456130928,-87.4401481992935,-87.4369494395815,0.947,0.961,0.953,0.588533200648496,0.638663238382944,0.621434960562225,0.570549039130135,-0.588909127977215,0.999999746862447,0.999999746552228,0.999463297252081,0.999998571478094,0.999998685175612,0.953,0.953,0.951,3.69779349307737e-05,3.78027819231932e-05,3.71405172034968e-05,3.37169380635578e-05,-3.47569436581692e-05
"10",0.7,1.00014815983975,1.00026526099771,0.945,0.963,0.963,0.00834448398137624,0.00869642015930685,0.00869642015930685,0.00762092957045739,-0.00799773810578761,-84.7177341077854,-84.7300476299211,0.957,0.979,0.979,0.605627115597886,0.65700534352188,0.65700534352188,0.577958038632166,-0.605294193644093,0.999999746862447,0.999999746510206,0.999517399506384,0.999998322527881,0.999997800394118,0.941,0.955,0.955,3.83521617091211e-05,3.94810833236026e-05,3.94810833236026e-05,3.45959902556553e-05,-3.63109329571351e-05
